Templates,label
"File <*>/worker.py, line 98, in main command = pickleSer._read_with_length(infile)[SEP]File <*>/serializers.py, line 164, in _read_with_length return self.loads(obj)[SEP]File <*>/serializers.py, line 422, in loads return pickle.loads(obj)[SEP]File <*>python2.7/site-packages/six.py, line 118, in __getattr__ _module = self._resolve()[SEP]File <*>python2.7/site-packages/six.py, line 115, in _resolve return _import_module(self.mod)[SEP]RuntimeError: maximum recursion depth exceeded",1
"File <stdin>, line 1, in <module> [CODE][SEP]File <*>python2.7/site-packages/tensorflow/__init__.py, line 23, in <module> from tensorflow.python import *[SEP]File <*>python2.7/site-packages/tensorflow/python/__init__.py, line 48, in <module> from tensorflow.python import pywrap_tensorflow[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 28, in <module> _pywrap_tensorflow = swig_import_helper()[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 24, in swig_import_helper _mod = imp.load_module('_pywrap_tensorflow', fp, pathname, description)[SEP]ImportError: /usr/lib/x86_64-linux-gnu/libstdc++.so.6: version `GLIBCXX_3.4.19' not found (required by /home/anirudh/anaconda/envs/tensorflow/lib/python2.7/site-packages/tensorflow/python/_pywrap_tensorflow.so)",1
"File <*>/census.py, line 73, in <module> df_train[LABEL_COLUMN] = (df_train['income_bracket'].apply(lambda x: '>50K' in x)).astype(int)[SEP]File <*>python2.7/dist-packages/pandas/core/series.py, line 2023, in apply mapped = lib.map_infer(values, f, convert=convert_dtype)[SEP]File inference.pyx, line 920, in pandas.lib.map_infer (pandas/lib.c:44780)[SEP]File <*>/census.py, line 73, in <lambda> df_train[LABEL_COLUMN] = (df_train['income_bracket'].apply(lambda x: '>50K' in x)).astype(int)[SEP]TypeError: argument of type 'float' is not iterable",1
"File <pyshell#0>, line 1, in <module> from keras.layers import Dense[SEP]ImportError: cannot import name 'Dense'",1
"File mnist_softmax.py, line 78, in <module> tf.app.run(main=main, argv=[sys.argv[0]] + unparsed)[SEP]TypeError: run() got an unexpected keyword argument 'argv'",1
"File [FILE], line 4, in `<module>`() tf.global_variables_initializer().run()[SEP]AttributeError: 'module' object has no attribute 'global_variables_initializer'",1
"File <*>python3.5/site-packages/keras/backend/tensorflow_backend.py, line 5, in <module>() from tensorflow.python.ops import ctc_ops as ctc[SEP]ImportError: cannot import name 'ctc_ops'",1
"File [FILE], line 1, in <module>() import keras[SEP]File <*>python3.5/site-packages/keras/__init__.py, line 2, in <module>() from . import backend[SEP]File <*>python3.5/site-packages/keras/backend/__init__.py, line 69, in <module>() from .tensorflow_backend import *[SEP]File <*>python3.5/site-packages/keras/backend/tensorflow_backend.py, line 7, in <module>() import tensorflow.contrib.ctc as ctc[SEP]ImportError: No module named 'tensorflow.contrib.ctc'",1
"File [FILE], line 1, in <module>() writer = tf.train.SummaryWriter('./my_graph', sess.graph)[SEP]AttributeError: 'module' object has no attribute 'SummaryWriter'",1
"File [FILE], line 1, in <module>() writer = tf.train.FileWriter('./my_graph', sess.graph)[SEP]AttributeError: 'module' object has no attribute 'FileWriter'",1
"File <stdin>, line 1, in <module> [CODE][SEP]AttributeError: 'module' object has no attribute 'FileWriter'",1
"File <*>python2.7/dist-packages/pip/basecommand.py, line 122, in main status = self.run(options, args)[SEP]File <*>python2.7/dist-packages/pip/commands/install.py, line 278, in run requirement_set.prepare_files(finder, force_root_egg_info=self.bundle, bundle=self.bundle)[SEP]File /usr/lib/python2.7/dist-packages/pip/req.py, line 1178, in prepare_files url = finder.find_requirement(req_to_install, upgrade=self.upgrade)",1
"File fully_connected_feed.py, line 229, in <module> tf.app.run()[SEP]File <*>python2.7/site-packages/tensorflow/python/platform/app.py, line 44, in run _sys.exit(main(_sys.argv[:1] + flags_passthrough))[SEP]File fully_connected_feed.py, line 225, in main run_training()[SEP]File fully_connected_feed.py, line 154, in run_training summary_op = tf.merge_all_summaries()[SEP]AttributeError: 'module' object has no attribute 'merge_all_summaries'",1
"File mnist_test.py, line 19, in <module> cross_entropy = tf.nn.sigmoid_cross_entropy_with_logits(labels=y_, logits=y)[SEP]TypeError: sigmoid_cross_entropy_with_logits() got an unexpected keyword argument 'labels'",1
"File <*>python3.6/site-packages/theano/gof/opt.py, line 1772, in process_node replacements = lopt.transform(node)[SEP]File <*>python3.6/site-packages/theano/tensor/opt.py, line 5825, in constant_folding no_recycling=[])[SEP]File <*>python3.6/site-packages/theano/gof/op.py, line 970, in make_thunk no_recycling)[SEP]File <*>python3.6/site-packages/theano/gof/op.py, line 879, in make_c_thunk output_storage=node_output_storage)[SEP]File <*>python3.6/site-packages/theano/gof/cc.py, line 1200, in make_thunk keep_lock=keep_lock)[SEP]File <*>python3.6/site-packages/theano/gof/cc.py, line 1143, in __compile__ keep_lock=keep_lock)[SEP]File <*>python3.6/site-packages/theano/gof/cc.py, line 1595, in cthunk_factory key=key, lnk=self, keep_lock=keep_lock)[SEP]File <*>python3.6/site-packages/theano/gof/cmodule.py, line 1142, in module_from_key module = lnk.compile_cmodule(location)[SEP]File <*>python3.6/site-packages/theano/gof/cc.py, line 1506, in compile_cmodule preargs=preargs)[SEP]File <*>python3.6/site-packages/theano/gof/cmodule.py, line 2213, in compile_str return dlimport(lib_filename)[SEP]File <*>python3.6/site-packages/theano/gof/cmodule.py, line 299, in dlimport rval = __import__(module_name, {}, {}, [module_name])[SEP]ImportError: /home/puck/.theano/compiledir_Linux-4.4--MANJARO-x86_64-with-glibc2.2.5--3.6.0-64/tmpre6vph8g/mdb219947724f79219f7dbd36f0f52c77.so: undefined symbol: _ZdlPvm",1
"File <*>python2.7/site-packages/tensorflow/python/__init__.py, line 61, in <module> from tensorflow.python import pywrap_tensorflow[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 28, in <module> _pywrap_tensorflow = swig_import_helper()[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 24, in swig_import_helper _mod = imp.load_module('_pywrap_tensorflow', fp, pathname, description)[SEP]ImportError: dlopen(/Users/smahesh/src/tensorflow/lib/python2.7/site-packages/tensorflow/python/_pywrap_tensorflow.so, 10): Library not loaded: @rpath/libcudart.8.0.dylib",1
"File cnn.py, line 258, in <module> models = run_cross_validation_create_models(num_folds)[SEP]File cnn.py, line 205, in run_cross_validation_create_models validation_data=(X_valid, Y_valid))[SEP]TypeError: fit_generator() takes at least 4 arguments (5 given)",1
"File <*>/test_model.py, line 2, in <module> from models import NN_with_EntityEmbedding[SEP]File <*>/models.py, line 8, in <module> from keras.layers.core import Dense, Dropout, Activation, Merge, Reshape[SEP]ImportError: cannot import name Merge",1
"File convnet.py, line 6, in <module> model.add(Conv2D(32, (3, 3), input_shape=(3, 150, 150)))[SEP]TypeError: __init__() missing 1 required positional argument: 'nb_col'",1
"File <*>/CNNTest-one.py, line 7, in <module> import lasagne[SEP]File <*>/site-packages/lasagne/__init__.py, line 19, in <module> from . import layers[SEP]File <*>/site-packages/lasagne/layers/__init__.py, line 7, in <module> from .pool import *[SEP]File <*>/site-packages/lasagne/layers/pool.py, line 6, in <module> from theano.tensor.signal import downsample[SEP]ImportError: cannot import name 'downsample'",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 41, in () from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 21, in () _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 20, in swig_import_helper() return importlib.import_module('_pywrap_tensorflow_internal' )[SEP]File <*>/importlib__init__.py, line 126, in import_module(name, pac kage) return _bootstrap._gcd_import(name[level:], package, level)[SEP]ImportError: No module named '_pywrap_tensorflow_internal'",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 41, in from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 21, in _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 20, in swig_import_helper return importlib.import_module('_pywrap_tensorflow_internal')[SEP]File <*>/importlib__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]ImportError: No module named '_pywrap_tensorflow_internal'",1
"File [FILE], line 44, in <module>() num_sampled, vocabulary_size))[SEP]File <*>python3.5/site-packages/tensorflow/python/ops/nn_impl.py, line 1166, in nce_loss(weights, biases, labels, inputs, num_sampled, num_classes, num_true, sampled_values, remove_accidental_hits, partition_strategy, name) name=name)[SEP]File <*>python3.5/site-packages/tensorflow/python/ops/nn_impl.py, line 1001, in _compute_sampled_logits(weights, biases, labels, inputs, num_sampled, num_classes, num_true, sampled_values, subtract_log_q, remove_accidental_hits, partition_strategy, name) array_ops.reshape(true_w, new_true_w_shape))[SEP]File <*>python3.5/site-packages/tensorflow/python/ops/math_ops.py, line 278, in multiply(x, y, name) return gen_math_ops._mul(x, y, name)[SEP]File <*>python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py, line 1434, in _mul(x, y, name) result = _op_def_lib.apply_op(""Mul"", x=x, y=y, name=name)[SEP]File <*>python3.5/site-packages/tensorflow/python/framework/op_def_library.py, line 527, in apply_op(self, op_type_name, name, **keywords) inferred_from[input_arg.type_attr]))[SEP]TypeError: Input 'y' of 'Mul' Op has type float32 that does not match type int32 of argument 'x'.",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 41, in <module> from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 21, in <module> _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 20, in swig_import_helper return importlib.import_module('_pywrap_tensorflow_internal')[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]ImportError: No module named '_pywrap_tensorflow_internal'",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 18, in swig_import_helper return importlib.import_module(mname)[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]File <frozen importlib._bootstrap>, line 986, in _gcd_import [CODE][SEP]File <frozen importlib._bootstrap>, line 969, in _find_and_load [CODE][SEP]File <frozen importlib._bootstrap>, line 958, in _find_and_load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 666, in _load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 577, in module_from_spec [CODE][SEP]File <frozen importlib._bootstrap_external>, line 906, in create_module [CODE][SEP]File <frozen importlib._bootstrap>, line 222, in _call_with_frames_removed [CODE][SEP]ImportError: DLL load failed: The specified module could not be found.",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 18, in swig_import_helper return importlib.import_module(mname)[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]File <frozen importlib._bootstrap>, line 986, in _gcd_import [CODE][SEP]File <frozen importlib._bootstrap>, line 969, in _find_and_load [CODE][SEP]File <frozen importlib._bootstrap>, line 958, in _find_and_load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 666, in _load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 577, in module_from_spec [CODE][SEP]File <frozen importlib._bootstrap_external>, line 919, in create_module [CODE][SEP]File <frozen importlib._bootstrap>, line 222, in _call_with_frames_removed [CODE][SEP]ImportError: DLL load failed: The specified module could not be found.",1
"File <*>/tensorboard, line 7, in <module> from tensorflow.tensorboard.tensorboard import main[SEP]ModuleNotFoundError: No module named 'tensorflow.tensorboard.tensorboard'",1
"File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 41, in <module> from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 28, in <module> _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>python2.7/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 24, in swig_import_helper _mod = imp.load_module('_pywrap_tensorflow_internal', fp, pathname, description)[SEP]ImportError: libcusolver.so.8.0: cannot open shared object file: No such file or directory Failed to load the native TensorFlow runtime.",1
"File <*>/running_template.py, line 65, in <module> cytoplasm_predictions = run_models_on_directory(data_location,cyto_channel_names, cyto_location, model_fn = cyto_fn,list_of_weights = list_of_cyto_weights, image_size_x = image_size_x, image_size_y = image_size_y,win_x = win_cyto, win_y = win_cyto, std = False, split = False)[SEP]File <*>/cnn_functions.py, line 1491, in run_models_on_directory model = model_fn(batch_input_shape = batch_input_shape, n_features = n_features, weights_path = list_of_weights[0])[SEP]File <*>/model_zoo.py, line 528, in sparse_bn_feature_net_61x61 model.add(sparse_Convolution2D(64, 3, 3, d = d, init = init, batch_input_shape = batch_input_shape, border_mode='valid', W_regularizer = l2(reg)))[SEP]File <*>python2.7/site-packages/keras/models.py, line 436, in add layer(x)[SEP]File <*>python2.7/site-packages/keras/engine/topology.py, line 569, in __call__ self.build(input_shapes[0])[SEP]File <*>/cnn_functions.py, line 1012, in build self.W = self.init(self.W_shape, name='{}_W'.format(self.name))[SEP]TypeError: __call__() got an unexpected keyword argument 'name'",1
"File <*>/site-packages/tensorflow/python/platform/self_check.py, line 75, in preload_check ctypes.WinDLL(build_info.cudart_dll_name)[SEP]File <*>/__init__.py, line 347, in __init__ self._handle = _dlopen(self._name, mode)[SEP]OSError: [WinError 126] The specified module could not be found",1
"File <pyshell#6>, line 1, in <module> import tensorflow as tf[SEP]File <*>/site-packages/tensorflow/__init__.py, line 24, in <module> from tensorflow.python import *[SEP]File <*>/site-packages/tensorflow/python/__init__.py, line 49, in <module> from tensorflow.python import pywrap_tensorflow[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 30, in <module> self_check.preload_check()[SEP]File <*>/site-packages/tensorflow/python/platform/self_check.py, line 82, in preload_check % (build_info.cudart_dll_name, build_info.cuda_version_number))[SEP]ImportError: Could not find 'cudart64_90.dll'. TensorFlow requires that this DLL be installed in a directory that is named in your %PATH% environment variable. Download and install CUDA 9.0 from this URL: https://developer.nvidia.com/cuda-toolkit",1
"File <*>python2.7/runpy.py, line 174, in _run_module_as_main ""__main__"", fname, loader, pkg_name)[SEP]File <*>python2.7/runpy.py, line 72, in _run_code exec code in run_globals[SEP]File <*>python2.7/site-packages/object_detection/train.py, line 49, in <module> from object_detection import trainer[SEP]File <*>python2.7/site-packages/object_detection/trainer.py, line 27, in <module> from object_detection.builders import preprocessor_builder[SEP]File <*>python2.7/site-packages/object_detection/builders/preprocessor_builder.py, line 21, in <module> from object_detection.protos import preprocessor_pb2[SEP]File <*>python2.7/site-packages/object_detection/protos/preprocessor_pb2.py, line 71, in <module> options=None, file=DESCRIPTOR),[SEP]TypeError: __new__() got an unexpected keyword argument 'file'",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 58, in <module> from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 21, in <module> _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 20, in swig_import_helper return importlib.import_module('_pywrap_tensorflow_internal')[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]ModuleNotFoundError: No module named '_pywrap_tensorflow_internal'",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 18, in swig_import_helper return importlib.import_module(mname)[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]File <frozen importlib._bootstrap>, line 994, in _gcd_import [CODE][SEP]File <frozen importlib._bootstrap>, line 971, in _find_and_load [CODE][SEP]File <frozen importlib._bootstrap>, line 955, in _find_and_load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 658, in _load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 571, in module_from_spec [CODE][SEP]File <frozen importlib._bootstrap_external>, line 922, in create_module [CODE][SEP]File <frozen importlib._bootstrap>, line 219, in _call_with_frames_removed [CODE][SEP]ImportError: DLL load failed with error code -1073741795",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 14, in swig_import_helper return importlib.import_module(mname)[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]File <frozen importlib._bootstrap>, line 994, in _gcd_import [CODE][SEP]File <frozen importlib._bootstrap>, line 971, in _find_and_load [CODE][SEP]File <frozen importlib._bootstrap>, line 955, in _find_and_load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 658, in _load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 571, in module_from_spec [CODE][SEP]File <frozen importlib._bootstrap_external>, line 922, in create_module [CODE][SEP]File <frozen importlib._bootstrap>, line 219, in _call_with_frames_removed [CODE][SEP]ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.",1
"File <*>/site-packages/tensorflow/python/pywrap_tensorflow.py, line 58, in <module> from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 17, in <module> _pywrap_tensorflow_internal = swig_import_helper()[SEP]File <*>/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 16, in swig_import_helper return importlib.import_module('_pywrap_tensorflow_internal')[SEP]File <*>/__init__.py, line 126, in import_module return _bootstrap._gcd_import(name[level:], package, level)[SEP]ModuleNotFoundError: No module named '_pywrap_tensorflow_internal'",1
"File kerasbottleneck.py, line 103, in <module> save_bottlebeck_features()[SEP]File kerasbottleneck.py, line 69, in save_bottlebeck_features np.save(open('bottleneck_features_train.npy', 'w'),bottleneck_features_train)[SEP]File <*>python3.6/site-packages/numpy/lib/npyio.py, line 511, in save pickle_kwargs=pickle_kwargs)[SEP]File <*>python3.6/site-packages/numpy/lib/format.py, line 565, in write_array version)[SEP]File <*>python3.6/site-packages/numpy/lib/format.py, line 335, in _write_array_header fp.write(header_prefix)[SEP]TypeError: write() argument must be str, not bytes",1
"File <stdin>, line 1, in <module> [CODE][SEP]File <*>python3.6/site-packages/keras/models.py, line 243, in load_model model = model_from_config(model_config, custom_objects=custom_objects)[SEP]File <*>python3.6/site-packages/keras/models.py, line 317, in model_from_config return layer_module.deserialize(config, custom_objects=custom_objects)[SEP]File <*>python3.6/site-packages/keras/layers/__init__.py, line 55, in deserialize printable_module_name='layer')[SEP]File <*>python3.6/site-packages/keras/utils/generic_utils.py, line 143, in deserialize_keras_object list(custom_objects.items())))[SEP]File <*>python3.6/site-packages/keras/models.py, line 1352, in from_config layer = layer_module.deserialize(conf, custom_objects=custom_objects)[SEP]File <*>python3.6/site-packages/keras/utils/generic_utils.py, line 145, in deserialize_keras_object return cls.from_config(config['config'])[SEP]File <*>python3.6/site-packages/keras/engine/topology.py, line 1269, in from_config return cls(**config)[SEP]File <*>python3.6/site-packages/keras/layers/core.py, line 483, in __init__ super(Flatten, self).__init__(**kwargs)[SEP]File <*>python3.6/site-packages/keras/engine/topology.py, line 292, in __init__ raise TypeError('Keyword argument not understood:', kwarg)[SEP]TypeError: ('Keyword argument not understood:', 'data_format')",1
"File <stdin>, line 1, in <module> [CODE][SEP]File <*>python3.7/site-packages/tensorflow/__init__.py, line 22, in <module> from tensorflow.python import pywrap_tensorflow # pylint: disable=unused-import[SEP]File <*>python3.7/site-packages/tensorflow/python/__init__.py, line 49, in <module> from tensorflow.python import pywrap_tensorflow[SEP]File <*>python3.7/site-packages/tensorflow/python/pywrap_tensorflow.py, line 58, in <module> from tensorflow.python.pywrap_tensorflow_internal import *[SEP]File <*>python3.7/site-packages/tensorflow/python/pywrap_tensorflow_internal.py, line 114, in [FUNC] [CODE][SEP]SyntaxError: invalid syntax",1
"File <stdin>, line 1, in <module> [CODE][SEP]AttributeError: module 'tensorflow.python.keras.datasets.fashion_mnist' has no attribute 'load_data'",1
"File <*>/train_network.py, line 109, in <module> model = LeNet.build(width=100, height=100, depth=3, classes=5)[SEP]File <*>/lenet.py, line 39, in build output = model(pretrainedOutput)[SEP]File <*>python3.6/dist-packages/keras/engine/base_layer.py, line 443, in __call__ previous_mask = _collect_previous_mask(inputs)[SEP]File <*>python3.6/dist-packages/keras/engine/base_layer.py, line 1311, in _collect_previous_mask mask = node.output_masks[tensor_index][SEP]AttributeError: 'Node' object has no attribute 'output_masks'",1
"File [FILE], line 1, in <module>() from keras.layers import Merge[SEP]ImportError: cannot import name 'Merge'",1
"File <input>, line 3, in <module> [CODE][SEP]AttributeError: 'Tensor' object has no attribute '_keras_shape'",1
"File serialize_model.py, line 60, in <module> traced_script_module.save(""model.pt"")[SEP]AttributeError: 'function' object has no attribute 'save'",1
"File <*>python3.6/site-packages/tensorflow/python/framework/tensor_util.py, line 527, in make_tensor_proto str_values = [compat.as_bytes(x) for x in proto_values][SEP]File <*>python3.6/site-packages/tensorflow/python/framework/tensor_util.py, line 527, in <listcomp> str_values = [compat.as_bytes(x) for x in proto_values][SEP]File <*>python3.6/site-packages/tensorflow/python/util/compat.py, line 61, in as_bytes (bytes_or_text,))[SEP]TypeError: Expected binary or unicode string, got {'DispositionSoldAmount': <tf.Tensor 'random_shuffle_queue_DequeueMany:4' shape=(128,) dtype=float64>}",1
"File <*>/test_callback.py, line 34, in <module> model.evaluate_generator(generator=test_generator, steps=STEP_SIZE_TEST, callbacks=[test_callback])[SEP]File <*>python3.6/site-packages/keras/legacy/interfaces.py, line 91, in wrapper return func(*args, **kwargs)[SEP]TypeError: evaluate_generator() got an unexpected keyword argument 'callbacks'",1
"File <*>python3.6/threading.py, line 916, in _bootstrap_inner self.run()[SEP]File <*>python3.6/threading.py, line 864, in run self._target(*self._args, **self._kwargs)[SEP]File <*>python3.6/site-packages/keras/utils/data_utils.py, line 671, in _run executor.apply_async(next_sample, (self.uid,)), block=True)[SEP]File <*>python3.6/queue.py, line 127, in put if self.maxsize > 0:[SEP]TypeError: '>' not supported between instances of 'list' and 'int'",1
